SEQ,X,Y,Z
820,-0.01,-0.26,0.97
821,-0.01,-0.26,0.97
822,-0.01,-0.26,0.97
823,-0.01,-0.26,0.97
824,-0.01,-0.26,0.97
825,-0.01,-0.26,0.97
826,-0.01,-0.26,0.97
827,-0.01,-0.26,0.97
828,-0.01,-0.26,0.97
829,-0.01,-0.26,0.97
830,-0.01,-0.26,0.97
831,-0.01,-0.28,0.98
832,0,-0.28,0.98
833,0,-0.28,0.98
834,0,-0.28,0.98
835,0,-0.28,0.98
836,0,-0.28,0.98
837,0,-0.28,0.98
838,0,-0.28,0.98
839,0,-0.28,0.98
840,0,-0.28,0.98
841,0,-0.28,0.98
842,0,-0.28,0.98
843,0,-0.28,1
844,0.01,-0.28,1
845,0.01,-0.28,1
846,0.01,-0.28,1
847,0.01,-0.28,1
848,0.01,-0.28,1
849,0.01,-0.28,1
850,-0,-0.3,0.95
851,-0,-0.3,0.95
852,-0,-0.3,0.95
853,-0,-0.3,0.95
854,-0,-0.3,0.95
855,-0,-0.3,0.95
856,-0,-0.3,0.95
857,-0,-0.3,0.95
858,-0,-0.29,0.96
859,0.01,-0.29,0.96
860,0.01,-0.29,0.96
861,0.01,-0.29,0.96
862,0.01,-0.29,0.96
863,0.01,-0.29,0.96
864,0.01,-0.29,0.96
865,0.01,-0.29,0.96
866,0.01,-0.29,0.96
867,0.01,-0.29,0.96
868,0.01,-0.29,0.96
869,0.01,-0.29,0.96
870,0.01,-0.28,0.97
871,0.01,-0.28,0.97
872,0.01,-0.28,0.97
873,0.01,-0.28,0.97
874,0.01,-0.28,0.97
875,0.01,-0.28,0.97
876,0.01,-0.28,0.97
877,0.01,-0.28,0.97
878,0.01,-0.28,0.97
879,0.01,-0.28,0.97
880,0.01,-0.28,0.97
881,0.01,-0.28,0.97
882,0.01,-0.26,0.95
883,-0,-0.26,0.95
884,-0,-0.26,0.95
885,-0,-0.26,0.95
886,-0,-0.26,0.95
887,-0,-0.26,0.95
888,-0,-0.26,0.95
889,-0,-0.26,0.95
890,-0,-0.26,0.95
891,-0,-0.26,0.95
892,-0,-0.26,0.95
893,-0,-0.26,0.95
894,-0,-0.26,0.96
895,0.01,-0.29,0.96
896,0.01,-0.29,0.96
897,0.01,-0.29,0.96
898,0.01,-0.29,0.96
899,0.01,-0.29,0.96
900,-0,-0.29,0.95
901,-0,-0.29,0.95
902,-0,-0.29,0.95
903,-0,-0.29,0.95
904,-0,-0.29,0.95
905,-0,-0.29,0.95
906,-0,-0.29,0.95
907,-0,-0.28,0.95
908,-0,-0.28,0.95
909,-0,-0.28,0.95
910,-0,-0.28,0.95
911,-0,-0.28,0.95
